id,title,type,age,description,address,city,state,zip_code,latitude,longitude,sale_price,rent_price,area,rooms,bath_rooms,image_links,owner_id
476,venenatis tristique,Matsoft,36,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",50 Waywood Plaza,East Canton,OH,44730,27.045900,-82.249100,22746787.72,5461.33,4679.53,6,2,,66
481,sapien,Trippledex,61,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1 Hermina Pass,Bluemont,VA,20135,38.556800,-121.492900,19433611.43,5078.32,8179.20,9,4,,245
496,sed nisl nunc,Temp,43,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",567 High Crossing Pass,Baton Rouge,LA,70893,40.728600,-111.662700,6707434.62,573.68,114.25,6,4,,255
540,est donec,Biodex,31,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",29 Independence Terrace,Memphis,TN,38119,33.646200,-117.839800,25813726.19,778.11,1117.96,10,5,,50
561,platea dictumst etiam,Toughjoyfax,47,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",641 Algoma Parkway,Orlando,FL,32807,47.112600,-122.779400,13307918.00,5630.32,9173.65,7,5,,221
595,varius ut,Bamity,55,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,21 Dahle Lane,Baldwin,MD,21013,32.311300,-90.397200,7130165.16,5542.41,5997.77,9,3,,260
625,pede morbi porttitor,Temp,50,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",23 Artisan Terrace,Sheboygan,WI,53083,37.258100,-93.343700,7008761.63,2148.99,7489.62,8,2,,243
638,id,Bitwolf,47,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",22 Karstens Circle,Courtland,VA,23837,42.182700,-80.064900,13420016.68,3244.84,2502.66,10,5,,253
655,adipiscing elit proin,Mat Lam Tam,67,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",534 Weeping Birch Avenue,Lumber Bridge,NC,28357,30.264200,-93.326500,5633149.00,504.02,4655.38,8,2,,4
695,ante,Temp,35,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",27 Merrick Place,Montvale,VA,24122,34.066500,-118.302200,5242959.91,7548.43,5631.34,9,5,,263
713,justo morbi ut,Toughjoyfax,64,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",8493 Elmside Terrace,Bogota,TN,38007,41.391400,-75.665700,13107279.66,1726.08,5694.58,8,4,,266
730,duis ac nibh,Flexidy,22,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",666 Hauk Circle,Thendara,NY,13472,38.866700,-77.016600,3249044.22,6097.81,5563.75,8,5,,165
748,nunc viverra,Tresom,96,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",8967 Fremont Plaza,Burlington,WY,82411,33.932800,-84.556000,11467098.31,2678.55,738.97,6,4,,250
444,proin risus,Flowdesk,86,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",3412 Linden Junction,New York,NY,10082,35.521200,-105.981800,22409245.91,3765.12,6080.36,10,4,,131
458,vestibulum,Rank,92,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",6 Kropf Way,Teller,AK,99778,33.278100,-111.709600,23257559.14,7754.30,2117.13,9,5,,89
474,arcu sed augue,Ronstring,22,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",99191 Forest Run Way,Milan,PA,18831,30.352000,-97.715100,12912622.76,4826.19,4093.80,8,3,,270
498,vestibulum ante ipsum,Cookley,71,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,5605 Hallows Junction,Concord,CA,94520,29.224300,-94.963700,16611023.07,1000.80,216.17,8,3,,107
517,sed tristique,Tin,86,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",07 Holy Cross Junction,Ladys Island,SC,29907,43.286000,-77.684300,18073945.29,6368.18,1176.48,9,4,,183
522,odio consequat,Latlux,62,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",17 Anhalt Court,Crozet,VA,22932,30.730900,-88.078900,29371016.95,6549.50,8862.78,7,4,,174
537,pharetra,Cardguard,91,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",6 Hanson Drive,Guys,TN,38339,41.945300,-87.747400,8362487.50,4882.73,678.18,7,4,,269
565,vestibulum sit,Zamit,94,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",145 David Street,Topeka,KS,66612,35.188500,-101.816500,28843784.32,3777.19,3805.39,8,4,,229
594,congue,Duobam,61,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1800 Charing Cross Hill,Santa Margarita,CA,93453,40.001800,-75.117900,27679321.49,2149.26,5727.40,8,2,,255
615,rutrum,Cardguard,65,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",6618 Charing Cross Terrace,Macdona,TX,78054,38.893300,-77.014600,12111382.61,7689.22,3100.76,7,4,,70
691,dui,Pannier,65,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",680 Grasskamp Parkway,Portland,OR,97225,33.858100,-98.575500,5772987.72,6858.41,1558.32,10,2,,119
696,lobortis,Cardify,39,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9340 Emmet Alley,Honolulu,HI,96823,40.241800,-74.696200,19298876.68,542.15,7437.12,7,2,,285
715,pretium iaculis,Konklux,49,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",43 Burning Wood Plaza,Phoenix,AZ,85065,40.434400,-80.024800,25337243.05,506.99,5933.64,10,2,,272
733,dapibus duis,Konklux,76,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",166 Meadow Vale Drive,Rochester,NY,14673,47.656400,-122.304800,9507451.00,4030.16,9378.46,5,2,,67
747,curabitur at,Tres-Zap,99,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,5297 Coleman Park,Gadsden,SC,29052,33.844400,-84.474000,22623425.86,5070.39,5743.54,6,2,,51
768,quis justo maecenas,Kanlam,83,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",89 Hovde Road,Tilton,IL,61833,40.081000,-82.938300,29908009.87,519.26,3425.11,9,5,,129
788,morbi,It,54,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",10080 Fuller Plaza,Iron Ridge,WI,53035,38.614900,-90.127500,16498818.33,4393.78,6202.61,7,5,,156
809,ultrices phasellus,Andalax,35,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,5106 Bartillon Court,Lakeville,NY,14480,40.754000,-73.980800,20238808.84,6902.40,3218.44,6,5,,197
497,molestie,It,58,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",32 Leroy Park,Wadsworth,NV,89442,37.784800,-122.727800,24407491.38,740.46,5766.82,9,5,,113
505,amet,Mat Lam Tam,92,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",5642 Marquette Circle,Lake Wales,FL,33859,26.346200,-80.084400,11616818.74,1741.34,4874.96,5,4,,19
516,nisl aenean,Subin,37,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1165 Tony Way,Naples,FL,34103,36.186600,-86.785200,20100761.93,1574.11,9588.94,8,3,,53
557,orci nullam molestie,Duobam,88,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",48 Lerdahl Court,Paeonian Springs,VA,20129,30.445500,-97.659500,9716281.00,2472.12,1393.66,7,4,,63
576,arcu sed augue,Home Ing,64,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4 Esker Center,Staten Island,NY,10306,39.765500,-89.729300,11166741.71,3117.61,5371.85,6,3,,65
583,quis,Flexidy,67,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,45 Bay Way,Erie,PA,16509,41.653800,-83.658900,18819555.09,6148.66,2713.91,6,3,,279
588,eget vulputate,Namfix,61,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",85856 Tomscot Place,Bronx,NY,10460,40.668100,-111.908300,7549641.78,2537.05,4100.70,5,5,,109
596,pretium iaculis justo,Tin,54,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",35 Del Sol Court,Otisville,MI,48463,39.111000,-84.659400,22801835.05,3435.61,5829.50,7,4,,90
617,dapibus at,Mat Lam Tam,32,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",237 Colorado Junction,Norcross,GA,30010,30.614300,-87.275800,29639179.27,2718.22,4177.00,5,5,,237
635,lacinia erat vestibulum,Span,85,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,59 Milwaukee Terrace,Delano,CA,93215,33.990900,-118.153200,1492094.00,7096.69,3366.46,10,5,,83
657,ac,Stronghold,24,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",757 Leroy Center,Union,IL,60180,34.026800,-84.242200,18989326.47,2363.33,6832.42,10,4,,109
676,ultrices posuere,Quo Lux,46,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",6059 Holy Cross Circle,Butternut,WI,54514,37.640900,-120.974900,14744469.06,3256.25,4097.85,7,5,,46
681,faucibus,Andalax,41,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",43 Corry Center,Edneyville,NC,28727,41.093800,-85.070700,20177828.09,1204.23,1279.52,7,2,,234
